entity_id,name,description
Q22932016,"Holy Trinity Church, Eskişehir","The Holy Trinity Church (Turkish: Kutsal Üçlü Ermeni Kilisesi, Armenian: Սուրբ Երրորդություն եկեղեցի) or Surp Yerrortut'yun Church is a historical Armenian Apostolic temple in the former Armenian quarter called Hoshnudiye (nowadays Tepebaşı) of the Western Turkish town of Eskishehir. It was turned into an adult theater after the Armenians of the town were deported and killed during the Armenian Genocide.The church was built in the 19th century. After the Armenian Genocide in 1915, the church was sold by the Turkish state and used as the Asri Cinema of 1945 which showed sex movies only after 1974. A restoration plan started in 2009. The church building is currently used as the Zübeyde Hanım Cultural Centre named after the mother of the founding father of Turkey, Mustafa Kemal Atatürk."
Q22957417,Fatma Atalar,"Fatma Atalar (born October 9, 1988 ) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for İzmir B.B. SK, and the Turkey national team. The 1.70 m (5 ft 7 in)-tall sportswoman plays in the center back position.She played for Trabzon Bld. SK (2006–2007) before she joined İzmir B.B. SK in 2013."
Q22957418,Fatma Ay,"Fatma Ay (born May 1, 1992) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Muratpaşa Bld. SK, and the Turkey national team. The 1.75 m (5 ft 9 in)-tall sportswoman is goalkeeper."
Q22957462,Ceren Demircelen,"Ceren Demirçelen (born February 23, 1992) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Kastamonu Bld. GSK, and the Turkey national team. The 1.73 m (5 ft 8 in)-tall sportswoman is line player."
Q22957520,gülsüm güleçyüz,"Gülsüm Güleçyüz (born November 16, 1993 ) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Muratpaşa Bld. SK, and the Turkey national team. She plays in the right back position."
Q22957525,esra gündar,"Esra Gündar (born May 23, 1980) is a Turkish female handballer who plays for Yenimahalle Bld. SK and the Turkish national team.She played for T.M.O. Ankara (1997–2003), Havelsan SK (2004–2006), Çankaya Belediyespor (2007–2008) and Maliye Milli Piyango SK (2008–2011) before she transferred in 2014 to Yenimahalle Bld. SK."
Q22957548,asli iskit,"Aslı İskit (born December 7, 1993 ) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Muratpaşa Bld. SK, and the Turkey national team. The 1.78 m (5 ft 10 in)-tall sportswoman plays in the back position."
Q22957622,gonca nahcıvanlı,"Gonca Nahcıvanlı (born Hune 29, 1979) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for İzmir Büyükşehir Belediyesi GSK, and the Turkey national team. The 1.80 m (5 ft 11 in)-tall sportswoman is line player."
Q22957648,burcu pirinçci,"Burcu Pirinçci, aka Burcu Dindar, (born February 8, 1990) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for İzmir BB GSK, and the Turkey national team. The 1.74 m (5 ft 9 in)-tall sportswoman plays in the center back position.Burcu Pirinçci married in 2013 to Hasan Dindar, a goalkeeper of the Yeni Bornovaspor football team.She played for Anadolu University SK between 2005 and 2008 before she transferred to İzmir BB GSK.She took part in the Women's EHF Cup Winners' Cups (2005–06, 2011–12 and 2012–13), Women's EHF Cup (2006–07, 2009–10 and 2010–11) as well as Women's EHF Challenge Cup (2007–08, 2008–09, 2014–15 and 2015–16)."
Q22957674,duygu sakallı,"Duygu Sakallı (born June 13, 1991) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Ardeşen GSK, and the Turkey national team. The 1.72 m (5 ft 8 in)-tall sportswoman plays in the left wing position.Sakallı played for İzmir Büyükşehir Belediyesi GSK between 2010 and 2013. She transferred to  Genç Uşak SK in August 2014, and after one season to Ardeşen GSK in July 2015.She took part at the Women's EHF Cup (2010–11) and Women's EHF Cup Winners' Cup (2011–12 , 2012–13 and 2015–16)."
Q22957675,fatmagül sakızcan,"Fatmagül Sakızcan (born March 31, 1992) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Kastamonu Bld. GSK, and the Turkey national team. The 1.72 m (5 ft 8 in)-tall sportswoman plays in the left wing position."
Q22957724,Derya Tınkaoğlu,"Derya Tınkaoğlu (born April 3, 1988) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for İzmir Büyükşehir Belediyesi SK, and the Turkey national team. The 1.78 m (5 ft 10 in)-tall sportswoman plays as goalkeeper."
Q22957726,perihan topaloğlu,"Perihan Topaloğlu Acar (born Topaloğlu on August 31, 1987) is a Turkish women's handballer, who plays in the Turkish Women's Handball Super League for Ardeşen GSK, and the Turkey national team. She is the captain of both teams. The 1.73 m (5 ft 8 in)-tall sportswoman plays in the left back position."
Q2296209,cihat arman,"Cihat Arman (1915 in Istanbul – May 14, 1994 in Istanbul), was a Turkish football goalkeeper and manager."
Q23008507,Ozman Giraud,Özman Gıraud (born 1 June 1939) is a Turkish former sports shooter. He competed in the skeet event at the 1972 Summer Olympics.
Q2301324,Soner Ornek,"Soner Örnek (born February 28, 1989 in Gaziantep, Turkey) is a Turkish footballer, who is currently playing for Hatayspor. He is 1.92 m (6 ft 3 1⁄2 in) tall and weighs 82 kg (181 lb; 12.9 st)."
Q2304738,ilie datcu,"Ilie Datcu (born 20 July 1937 in Bucharest) is a Romanian former football goalkeeper and coach.Datcu most notably played for Dinamo Bucharest in Romania and Fenerbahçe in Turkey. He played between 1969-75 for Fenerbahçe a total of 220 matches. He won three Turkish League titles. After his retirement as a player, Datcu become a coach and was active in Turkey. He discovered Turkish international goalkeeper, Rüştü Reçber whom he coached. In 2002, he worked with former Dinamo Bucharest teammate Mircea Lucescu, who appointed him as goalkeeping coach at Beşiktaş.He also has Turkish citizenship since 1978 with the name 'İlyas Datça and is now living in Bodrum."
Q2304817,Victory Sports Club,"Victory Sports Club is a Maldivian sports club based in Malé and founded 3 July 1971,  that includes a football team amongst other sports. Victory is one of the most successful football clubs in Maldives, winning a record 21 National Championships. They have also won the Dhivehi League (founded in 2000) twice, and the FA Cup four times."
Q2304830,vb addu football club,"VB Addu FC is a professional Maldivian football club based in Malé, Maldives.  VB Addu FC is the former VB Sports club which was re-branded on 14 January 2012.The club was founded in 1987.  The club originally evolved from Orchid Sports Club, a team which was formed by the staffs of Bandos Island Resort. Orchid was later bought by the owners of Club Lagoons and renamed as New Lagoons which later was undertaken by a group of businessmen from Addu Atoll and was changed to the name of ‘Island Football Club’. The team was changed to VB sports on 8 November 2006."
Q23058914,muhammed çalhanoğlu,Muhammed Çalhanoğlu (born 19 April 1995) is a Turkish footballer who plays as a midfielder for Bayburt Grup Özel İdarespor in the TFF Second League.
Q23063190,Yusuf Yazıcı,"Yusuf Yazıcı (born 29 January 1997) is a Turkish professional footballer who plays as an attacking midfielder for Süper Lig side Trabzonspor and the Turkey national football team.An academy graduate of Trabzonspor, he  made his senior debut in December 2015, aged 18, and has since made over 50 appearances for the club. He made his senior international debut for Turkey in June 2017."
Q23063191,Dorukhan Tokoz,Dorukhan Toköz (born 21 May 1996) is a Turkish professional footballer who plays as a midfielder for the Turkish club Beşiktaş.
Q23063266,cengiz umut meraş,Cengiz Umut Meraş (born 20 December 1995) is a Turkish professional footballer who plays as a leftback for the Turkish club Bursaspor in the Süper Lig.
Q2315484,Anadolu Üsküdar 1908 SK,"Uskudar Anadolu Spor Kulubu was founded by Mehmed Bürhaneddin (Burhan Felek) and Dr. Hüdai in 1908. Uskudar Anadolu SK is a Turkish football club in Uskudar, a district on the Asian side of İstanbul. Their team colours are green and white. They are currently playing in Turkish Super Amateur League, Istanbul Group 3. They were groundsharing with Beylerbeyi SK at the Beylerbeyi 75. Yıl Stadı. They are currently playing at Spor Akademisi Stadium at Anadolu Hisari. The club wants to use the Burhan Felek Stadium but the ground doesn't meet the professional football regulations."
